,일자,구분,확진자,확진률,사망자,사망률
1090,2020-07-17,0-9,231,1.69,0,0.0
1091,2020-07-17,10-19,756,5.53,0,0.0
1092,2020-07-17,20-29,3517,25.72,0,0.0
1093,2020-07-17,30-39,1669,12.21,2,0.68
1094,2020-07-17,40-49,1805,13.2,3,1.02
1095,2020-07-17,50-59,2425,17.74,15,5.12
1096,2020-07-17,60-69,1781,13.03,41,13.99
1097,2020-07-17,70-79,908,6.64,86,29.35
1098,2020-07-17,80 이상,580,4.24,146,49.83
1099,2020-07-17,여성,7646,55.92,139,47.44
1100,2020-07-17,남성,6026,44.08,154,52.56
1101,2020-07-18,0-9,234,1.71,0,0.0
1102,2020-07-18,10-19,760,5.54,0,0.0
1103,2020-07-18,20-29,3527,25.72,0,0.0
1104,2020-07-18,30-39,1674,12.21,2,0.68
1105,2020-07-18,40-49,1814,13.23,3,1.02
1106,2020-07-18,50-59,2432,17.74,16,5.44
1107,2020-07-18,60-69,1781,12.99,41,13.95
1108,2020-07-18,70-79,909,6.63,86,29.25
1109,2020-07-18,80 이상,580,4.23,146,49.66
1110,2020-07-18,여성,7662,55.88,139,47.28
1111,2020-07-18,남성,6049,44.12,155,52.72
1112,2020-07-19,0-9,237,1.72,0,0.0
1113,2020-07-19,10-19,762,5.54,0,0.0
1114,2020-07-19,20-29,3531,25.69,0,0.0
1115,2020-07-19,30-39,1684,12.25,2,0.68
1116,2020-07-19,40-49,1817,13.22,3,1.02
1117,2020-07-19,50-59,2435,17.72,16,5.42
1118,2020-07-19,60-69,1787,13.0,41,13.9
1119,2020-07-19,70-79,911,6.63,86,29.15
1120,2020-07-19,80 이상,581,4.23,147,49.83
1121,2020-07-19,여성,7675,55.84,140,47.46
1122,2020-07-19,남성,6070,44.16,155,52.54
1123,2020-07-20,0-9,239,1.74,0,0.0
1124,2020-07-20,10-19,764,5.55,0,0.0
1125,2020-07-20,20-29,3539,25.7,0,0.0
1126,2020-07-20,30-39,1688,12.26,2,0.68
1127,2020-07-20,40-49,1821,13.22,3,1.01
1128,2020-07-20,50-59,2439,17.71,16,5.41
1129,2020-07-20,60-69,1788,12.98,41,13.85
1130,2020-07-20,70-79,911,6.62,87,29.39
1131,2020-07-20,80 이상,582,4.23,147,49.66
1132,2020-07-20,여성,7682,55.78,140,47.3
1133,2020-07-20,남성,6089,44.22,156,52.7
1134,2020-07-21,0-9,240,1.74,0,0.0
1135,2020-07-21,10-19,765,5.54,0,0.0
1136,2020-07-21,20-29,3551,25.7,0,0.0
1137,2020-07-21,30-39,1696,12.28,2,0.68
1138,2020-07-21,40-49,1824,13.2,3,1.01
1139,2020-07-21,50-59,2444,17.69,16,5.41
1140,2020-07-21,60-69,1791,12.96,41,13.85
1141,2020-07-21,70-79,919,6.65,87,29.39
1142,2020-07-21,80 이상,586,4.24,147,49.66
1143,2020-07-21,여성,7702,55.75,140,47.3
1144,2020-07-21,남성,6114,44.25,156,52.7
1145,2020-07-22,0-9,240,1.73,0,0.0
1146,2020-07-22,10-19,772,5.56,0,0.0
1147,2020-07-22,20-29,3559,25.64,0,0.0
1148,2020-07-22,30-39,1704,12.28,2,0.67
1149,2020-07-22,40-49,1834,13.21,3,1.01
1150,2020-07-22,50-59,2453,17.67,16,5.39
1151,2020-07-22,60-69,1802,12.98,41,13.8
1152,2020-07-22,70-79,925,6.66,87,29.29
1153,2020-07-22,80 이상,590,4.25,148,49.83
1154,2020-07-22,여성,7726,55.67,140,47.14
1155,2020-07-22,남성,6153,44.33,157,52.86
1156,2020-07-23,0-9,240,1.72,0,0.0
1157,2020-07-23,10-19,776,5.57,0,0.0
1158,2020-07-23,20-29,3578,25.67,0,0.0
1159,2020-07-23,30-39,1707,12.25,2,0.67
1160,2020-07-23,40-49,1842,13.22,3,1.01
1161,2020-07-23,50-59,2465,17.69,16,5.39
1162,2020-07-23,60-69,1811,12.99,41,13.8
1163,2020-07-23,70-79,929,6.67,87,29.29
1164,2020-07-23,80 이상,590,4.23,148,49.83
1165,2020-07-23,여성,7746,55.57,140,47.14
1166,2020-07-23,남성,6192,44.43,157,52.86
1167,2020-07-24,0-9,241,1.72,0,0.0
1168,2020-07-24,10-19,777,5.56,0,0.0
1169,2020-07-24,20-29,3581,25.62,0,0.0
1170,2020-07-24,30-39,1712,12.25,2,0.67
1171,2020-07-24,40-49,1848,13.22,3,1.01
1172,2020-07-24,50-59,2473,17.69,16,5.37
1173,2020-07-24,60-69,1822,13.03,41,13.76
1174,2020-07-24,70-79,933,6.67,88,29.53
1175,2020-07-24,80 이상,592,4.23,148,49.66
1176,2020-07-24,여성,7764,55.54,140,46.98
1177,2020-07-24,남성,6215,44.46,158,53.02
1178,2020-07-25,0-9,242,1.72,0,0.0
1179,2020-07-25,10-19,778,5.52,0,0.0
1180,2020-07-25,20-29,3594,25.5,0,0.0
1181,2020-07-25,30-39,1750,12.42,2,0.67
1182,2020-07-25,40-49,1882,13.36,3,1.01
1183,2020-07-25,50-59,2487,17.65,16,5.37
1184,2020-07-25,60-69,1830,12.99,41,13.76
1185,2020-07-25,70-79,935,6.63,88,29.53
1186,2020-07-25,80 이상,594,4.22,148,49.66
1187,2020-07-25,여성,7781,55.22,140,46.98
1188,2020-07-25,남성,6311,44.78,158,53.02
1189,2020-07-26,0-9,242,1.71,0,0.0
1190,2020-07-26,10-19,778,5.5,0,0.0
1191,2020-07-26,20-29,3598,25.43,0,0.0
1192,2020-07-26,30-39,1763,12.46,2,0.67
1193,2020-07-26,40-49,1897,13.41,3,1.01
1194,2020-07-26,50-59,2505,17.7,16,5.37
1195,2020-07-26,60-69,1835,12.97,41,13.76
1196,2020-07-26,70-79,936,6.61,88,29.53
1197,2020-07-26,80 이상,596,4.21,148,49.66
1198,2020-07-26,여성,7790,55.05,140,46.98
1199,2020-07-26,남성,6360,44.95,158,53.02
1200,2020-07-27,0-9,243,1.71,0,0.0
1201,2020-07-27,10-19,779,5.5,0,0.0
1202,2020-07-27,20-29,3603,25.42,0,0.0
1203,2020-07-27,30-39,1770,12.49,2,0.67
1204,2020-07-27,40-49,1900,13.4,3,1.0
1205,2020-07-27,50-59,2506,17.68,16,5.35
1206,2020-07-27,60-69,1837,12.96,41,13.71
1207,2020-07-27,70-79,940,6.63,89,29.77
1208,2020-07-27,80 이상,597,4.21,148,49.5
1209,2020-07-27,여성,7803,55.05,141,47.16
1210,2020-07-27,남성,6372,44.95,158,52.84
1211,2020-07-28,0-9,245,1.72,0,0.0
1212,2020-07-28,10-19,781,5.5,0,0.0
1213,2020-07-28,20-29,3607,25.4,0,0.0
1214,2020-07-28,30-39,1774,12.49,2,0.67
1215,2020-07-28,40-49,1907,13.43,3,1.0
1216,2020-07-28,50-59,2511,17.68,16,5.33
1217,2020-07-28,60-69,1840,12.96,41,13.67
1218,2020-07-28,70-79,941,6.63,90,30.0
1219,2020-07-28,80 이상,597,4.2,148,49.33
1220,2020-07-28,여성,7809,54.98,141,47.0
1221,2020-07-28,남성,6394,45.02,159,53.0
1222,2020-07-29,0-9,245,1.72,0,0.0
1223,2020-07-29,10-19,782,5.49,0,0.0
1224,2020-07-29,20-29,3613,25.35,0,0.0
1225,2020-07-29,30-39,1790,12.56,2,0.67
1226,2020-07-29,40-49,1918,13.46,3,1.0
1227,2020-07-29,50-59,2516,17.65,16,5.33
1228,2020-07-29,60-69,1844,12.94,41,13.67
1229,2020-07-29,70-79,946,6.64,90,30.0
1230,2020-07-29,80 이상,597,4.19,148,49.33
1231,2020-07-29,여성,7825,54.91,141,47.0
1232,2020-07-29,남성,6426,45.09,159,53.0
1233,2020-07-30,0-9,245,1.72,0,0.0
1234,2020-07-30,10-19,782,5.48,0,0.0
1235,2020-07-30,20-29,3615,25.33,0,0.0
1236,2020-07-30,30-39,1796,12.59,2,0.67
1237,2020-07-30,40-49,1922,13.47,3,1.0
1238,2020-07-30,50-59,2516,17.63,16,5.33
1239,2020-07-30,60-69,1850,12.97,41,13.67
1240,2020-07-30,70-79,946,6.63,90,30.0
1241,2020-07-30,80 이상,597,4.18,148,49.33
1242,2020-07-30,여성,7830,54.87,141,47.0
1243,2020-07-30,남성,6439,45.13,159,53.0
1244,2020-07-31,0-9,246,1.72,0,0.0
1245,2020-07-31,10-19,782,5.47,0,0.0
1246,2020-07-31,20-29,3620,25.31,0,0.0
1247,2020-07-31,30-39,1809,12.65,2,0.66
1248,2020-07-31,40-49,1930,13.49,3,1.0
1249,2020-07-31,50-59,2520,17.62,16,5.32
1250,2020-07-31,60-69,1853,12.95,41,13.62
1251,2020-07-31,70-79,947,6.62,90,29.9
1252,2020-07-31,80 이상,598,4.18,149,49.5
1253,2020-07-31,여성,7842,54.82,141,46.84
1254,2020-07-31,남성,6463,45.18,160,53.16
1255,2020-08-01,0-9,247,1.72,0,0.0
1256,2020-08-01,10-19,782,5.45,0,0.0
1257,2020-08-01,20-29,3620,25.25,0,0.0
1258,2020-08-01,30-39,1819,12.69,2,0.66
1259,2020-08-01,40-49,1936,13.5,3,1.0
1260,2020-08-01,50-59,2528,17.63,16,5.32
1261,2020-08-01,60-69,1858,12.96,41,13.62
1262,2020-08-01,70-79,948,6.61,90,29.9
1263,2020-08-01,80 이상,598,4.17,149,49.5
1264,2020-08-01,여성,7850,54.76,141,46.84
1265,2020-08-01,남성,6486,45.24,160,53.16
1266,2020-08-02,0-9,249,1.73,0,0.0
1267,2020-08-02,10-19,782,5.44,0,0.0
1268,2020-08-02,20-29,3625,25.23,0,0.0
1269,2020-08-02,30-39,1826,12.71,1,0.5
1270,2020-08-02,40-49,1944,13.53,3,1.5
1271,2020-08-02,50-59,2532,17.62,13,6.5
1272,2020-08-02,60-69,1860,12.95,27,13.5
1273,2020-08-02,70-79,949,6.61,60,30.0
1274,2020-08-02,80 이상,599,4.17,96,48.0
1275,2020-08-02,여성,7859,54.71,94,47.0
1276,2020-08-02,남성,6507,45.29,106,53.0
1277,2020-08-03,0-9,251,1.74,0,0.0
1278,2020-08-03,10-19,785,5.46,0,0.0
1279,2020-08-03,20-29,3629,25.22,0,0.0
1280,2020-08-03,30-39,1829,12.71,2,0.66
1281,2020-08-03,40-49,1946,13.52,3,1.0
1282,2020-08-03,50-59,2536,17.62,16,5.32
1283,2020-08-03,60-69,1864,12.95,41,13.62
1284,2020-08-03,70-79,950,6.6,90,29.9
1285,2020-08-03,80 이상,599,4.16,149,49.5
1286,2020-08-03,여성,7867,54.67,141,46.84
1287,2020-08-03,남성,6522,45.33,160,53.16
1288,2020-08-04,0-9,255,1.77,0,0.0
1289,2020-08-04,10-19,790,5.48,0,0.0
1290,2020-08-04,20-29,3635,25.2,0,0.0
1291,2020-08-04,30-39,1834,12.72,2,0.66
1292,2020-08-04,40-49,1952,13.53,3,1.0
1293,2020-08-04,50-59,2540,17.61,16,5.32
1294,2020-08-04,60-69,1866,12.94,41,13.62
1295,2020-08-04,70-79,950,6.59,90,29.9
1296,2020-08-04,80 이상,601,4.17,149,49.5
1297,2020-08-04,여성,7878,54.62,141,46.84
1298,2020-08-04,남성,6545,45.38,160,53.16
1299,2020-08-05,0-9,256,1.77,0,0.0
1300,2020-08-05,10-19,793,5.49,0,0.0
1301,2020-08-05,20-29,3641,25.19,0,0.0
1302,2020-08-05,30-39,1841,12.74,2,0.66
1303,2020-08-05,40-49,1956,13.53,3,0.99
1304,2020-08-05,50-59,2546,17.61,16,5.3
1305,2020-08-05,60-69,1871,12.94,41,13.58
1306,2020-08-05,70-79,951,6.58,90,29.8
1307,2020-08-05,80 이상,601,4.16,150,49.67
1308,2020-08-05,여성,7888,54.57,142,47.02
1309,2020-08-05,남성,6568,45.43,160,52.98
1310,2020-08-06,0-9,256,1.77,0,0.0
1311,2020-08-06,10-19,797,5.5,0,0.0
1312,2020-08-06,20-29,3654,25.2,0,0.0
1313,2020-08-06,30-39,1844,12.72,2,0.66
1314,2020-08-06,40-49,1959,13.51,3,0.99
1315,2020-08-06,50-59,2554,17.62,16,5.3
1316,2020-08-06,60-69,1880,12.97,41,13.58
1317,2020-08-06,70-79,954,6.58,90,29.8
1318,2020-08-06,80 이상,601,4.15,150,49.67
1319,2020-08-06,여성,7897,54.47,142,47.02
1320,2020-08-06,남성,6602,45.53,160,52.98
1321,2020-08-07,0-9,256,1.76,0,0.0
1322,2020-08-07,10-19,801,5.52,0,0.0
1323,2020-08-07,20-29,3657,25.19,0,0.0
1324,2020-08-07,30-39,1845,12.71,2,0.66
1325,2020-08-07,40-49,1964,13.53,3,0.99
1326,2020-08-07,50-59,2556,17.6,16,5.28
1327,2020-08-07,60-69,1885,12.98,41,13.53
1328,2020-08-07,70-79,954,6.57,90,29.7
1329,2020-08-07,80 이상,601,4.14,151,49.83
1330,2020-08-07,여성,7904,54.44,143,47.19
1331,2020-08-07,남성,6615,45.56,160,52.81
1332,2020-08-08,0-9,257,1.76,0,0.0
1333,2020-08-08,10-19,802,5.51,0,0.0
1334,2020-08-08,20-29,3664,25.16,0,0.0
1335,2020-08-08,30-39,1849,12.7,2,0.66
1336,2020-08-08,40-49,1968,13.51,3,0.99
1337,2020-08-08,50-59,2566,17.62,16,5.26
1338,2020-08-08,60-69,1898,13.03,41,13.49
1339,2020-08-08,70-79,957,6.57,90,29.61
1340,2020-08-08,80 이상,601,4.13,152,50.0
1341,2020-08-08,여성,7924,54.42,143,47.04
1342,2020-08-08,남성,6638,45.58,161,52.96
1343,2020-08-09,0-9,261,1.79,0,0.0
1344,2020-08-09,10-19,803,5.5,0,0.0
1345,2020-08-09,20-29,3671,25.15,0,0.0
1346,2020-08-09,30-39,1854,12.7,2,0.66
1347,2020-08-09,40-49,1971,13.5,4,1.31
1348,2020-08-09,50-59,2573,17.63,16,5.25
1349,2020-08-09,60-69,1905,13.05,41,13.44
1350,2020-08-09,70-79,957,6.56,90,29.51
1351,2020-08-09,80 이상,603,4.13,152,49.84
1352,2020-08-09,여성,7943,54.41,143,46.89
1353,2020-08-09,남성,6655,45.59,162,53.11
1354,2020-08-10,0-9,261,1.78,0,0.0
1355,2020-08-10,10-19,803,5.49,0,0.0
1356,2020-08-10,20-29,3675,25.13,0,0.0
1357,2020-08-10,30-39,1857,12.7,2,0.66
1358,2020-08-10,40-49,1974,13.5,4,1.31
1359,2020-08-10,50-59,2577,17.62,16,5.25
1360,2020-08-10,60-69,1918,13.11,41,13.44
1361,2020-08-10,70-79,958,6.55,90,29.51
1362,2020-08-10,80 이상,603,4.12,152,49.84
1363,2020-08-10,여성,7957,54.4,143,46.89
1364,2020-08-10,남성,6669,45.6,162,53.11
1365,2020-08-11,0-9,261,1.78,0,0.0
1366,2020-08-11,10-19,803,5.48,0,0.0
1367,2020-08-11,20-29,3681,25.11,0,0.0
1368,2020-08-11,30-39,1862,12.7,2,0.66
1369,2020-08-11,40-49,1978,13.49,4,1.31
1370,2020-08-11,50-59,2586,17.64,16,5.25
1371,2020-08-11,60-69,1925,13.13,41,13.44
1372,2020-08-11,70-79,961,6.56,90,29.51
1373,2020-08-11,80 이상,603,4.11,152,49.84
1374,2020-08-11,여성,7971,54.37,143,46.89
1375,2020-08-11,남성,6689,45.63,162,53.11
