,일자,지역,사망자,확진자,전일대비,격리해제,격리중,지역발생,해외유입,10만명당
1154,2020-05-04,충북,0,45,0,42,3,0,0,2.81
1155,2020-05-04,강원,2,53,0,42,9,0,0,3.44
1156,2020-05-04,경기,16,681,1,515,150,0,1,5.14
1157,2020-05-04,세종,0,46,0,44,2,0,0,13.44
1158,2020-05-04,울산,1,44,1,37,6,0,1,3.84
1159,2020-05-04,대전,1,40,0,36,3,0,0,2.71
1160,2020-05-04,광주,0,30,0,28,2,0,0,2.06
1161,2020-05-04,인천,0,96,1,72,24,0,1,3.25
1162,2020-05-04,대구,174,6856,0,6177,505,0,0,281.39
1163,2020-05-04,부산,3,138,0,117,18,0,0,4.04
1164,2020-05-04,서울,2,637,0,481,154,0,0,6.54
1165,2020-05-04,합계,252,10801,8,9217,1332,0,8,20.83
1166,2020-05-05,검역,0,464,2,210,254,0,2,0.0
1167,2020-05-05,제주,0,13,0,8,5,0,0,1.94
1168,2020-05-05,경남,0,117,0,102,15,0,0,3.48
1169,2020-05-05,경북,53,1366,0,1186,127,0,0,51.31
1170,2020-05-05,전남,0,16,0,12,4,0,0,0.86
1171,2020-05-05,전북,0,18,0,12,6,0,0,0.99
1172,2020-05-05,충남,0,143,0,128,15,0,0,6.74
1173,2020-05-05,충북,0,45,0,42,3,0,0,2.81
1174,2020-05-05,강원,2,53,0,42,9,0,0,3.44
1175,2020-05-05,경기,16,681,0,518,147,0,0,5.14
1176,2020-05-05,세종,0,46,0,45,1,0,0,13.44
1177,2020-05-05,울산,1,44,0,38,5,0,0,3.84
1178,2020-05-05,대전,1,40,0,36,3,0,0,2.71
1179,2020-05-05,광주,0,30,0,28,2,0,0,2.06
1180,2020-05-05,인천,0,97,1,71,26,0,1,3.28
1181,2020-05-05,대구,176,6856,0,6199,481,0,0,281.39
1182,2020-05-05,부산,3,138,0,117,18,0,0,4.04
1183,2020-05-05,서울,2,637,0,489,146,0,0,6.54
1184,2020-05-05,합계,254,10804,3,9283,1267,0,3,20.84
1185,2020-05-06,검역,0,466,2,216,250,0,2,0.0
1186,2020-05-06,제주,0,13,0,12,1,0,0,1.94
1187,2020-05-06,경남,0,117,0,104,13,0,0,3.48
1188,2020-05-06,경북,53,1366,0,1190,123,0,0,51.31
1189,2020-05-06,전남,0,16,0,12,4,0,0,0.86
1190,2020-05-06,전북,0,18,0,12,6,0,0,0.99
1191,2020-05-06,충남,0,143,0,128,15,0,0,6.74
1192,2020-05-06,충북,0,45,0,42,3,0,0,2.81
1193,2020-05-06,강원,2,53,0,42,9,0,0,3.44
1194,2020-05-06,경기,16,681,0,525,140,0,0,5.14
1195,2020-05-06,세종,0,46,0,45,1,0,0,13.44
1196,2020-05-06,울산,1,44,0,37,6,0,0,3.84
1197,2020-05-06,대전,1,40,0,38,1,0,0,2.71
1198,2020-05-06,광주,0,30,0,28,2,0,0,2.06
1199,2020-05-06,인천,0,97,0,72,25,0,0,3.28
1200,2020-05-06,대구,177,6856,0,6217,462,0,0,281.39
1201,2020-05-06,부산,3,138,0,119,16,0,0,4.04
1202,2020-05-06,서울,2,637,0,494,141,0,0,6.54
1203,2020-05-06,합계,255,10806,2,9333,1218,0,2,20.84
1204,2020-05-07,검역,0,467,1,231,236,0,1,0.0
1205,2020-05-07,제주,0,13,0,12,1,0,0,1.94
1206,2020-05-07,경남,0,117,0,105,12,0,0,3.48
1207,2020-05-07,경북,53,1366,0,1198,115,0,0,51.31
1208,2020-05-07,전남,0,16,0,12,4,0,0,0.86
1209,2020-05-07,전북,0,18,0,14,4,0,0,0.99
1210,2020-05-07,충남,0,143,0,128,15,0,0,6.74
1211,2020-05-07,충북,0,46,1,42,4,0,1,2.88
1212,2020-05-07,강원,2,53,0,42,9,0,0,3.44
1213,2020-05-07,경기,16,682,1,538,128,1,0,5.15
1214,2020-05-07,세종,0,46,0,45,1,0,0,13.44
1215,2020-05-07,울산,1,44,0,37,6,0,0,3.84
1216,2020-05-07,대전,1,41,1,38,2,0,1,2.78
1217,2020-05-07,광주,0,30,0,28,2,0,0,2.06
1218,2020-05-07,인천,0,97,0,72,25,0,0,3.28
1219,2020-05-07,대구,178,6856,0,6249,429,0,0,281.39
1220,2020-05-07,부산,3,138,0,120,15,0,0,4.04
1221,2020-05-07,서울,2,637,0,508,127,0,0,6.54
1222,2020-05-07,합계,256,10810,4,9419,1135,1,3,20.85
1223,2020-05-08,검역,0,470,3,242,228,0,3,0.0
1224,2020-05-08,제주,0,13,0,12,1,0,0,1.94
1225,2020-05-08,경남,0,117,0,105,12,0,0,3.48
1226,2020-05-08,경북,53,1366,0,1206,107,0,0,51.31
1227,2020-05-08,전남,0,16,0,12,4,0,0,0.86
1228,2020-05-08,전북,0,19,1,14,5,0,1,1.05
1229,2020-05-08,충남,0,143,0,130,13,0,0,6.74
1230,2020-05-08,충북,0,47,1,41,6,0,1,2.94
1231,2020-05-08,강원,2,53,0,41,10,0,0,3.44
1232,2020-05-08,경기,16,684,2,538,130,1,1,5.16
1233,2020-05-08,세종,0,46,0,45,1,0,0,13.44
1234,2020-05-08,울산,1,44,0,37,6,0,0,3.84
1235,2020-05-08,대전,1,41,0,38,2,0,0,2.78
1236,2020-05-08,광주,0,30,0,28,2,0,0,2.06
1237,2020-05-08,인천,0,97,0,75,22,0,0,3.28
1238,2020-05-08,대구,178,6859,3,6277,404,0,3,281.51
1239,2020-05-08,부산,3,140,2,123,14,0,2,4.1
1240,2020-05-08,서울,2,637,0,520,115,0,0,6.54
1241,2020-05-08,합계,256,10822,12,9484,1082,1,11,20.87
1242,2020-05-09,검역,0,470,0,249,221,0,0,0.0
1243,2020-05-09,제주,0,13,0,13,0,0,0,1.94
1244,2020-05-09,경남,0,117,0,107,10,0,0,3.48
1245,2020-05-09,경북,53,1366,0,1215,98,0,0,51.31
1246,2020-05-09,전남,0,16,0,12,4,0,0,0.86
1247,2020-05-09,전북,0,19,0,14,5,0,0,1.05
1248,2020-05-09,충남,0,143,0,133,10,0,0,6.74
1249,2020-05-09,충북,0,47,0,41,6,0,0,2.94
1250,2020-05-09,강원,2,53,0,41,10,0,0,3.44
1251,2020-05-09,경기,16,688,4,548,124,3,1,5.19
1252,2020-05-09,세종,0,46,0,45,1,0,0,13.44
1253,2020-05-09,울산,1,44,0,38,5,0,0,3.84
1254,2020-05-09,대전,1,41,0,38,2,0,0,2.78
1255,2020-05-09,광주,0,30,0,29,1,0,0,2.06
1256,2020-05-09,인천,0,98,1,78,20,1,0,3.32
1257,2020-05-09,대구,178,6859,0,6306,375,0,0,281.51
1258,2020-05-09,부산,3,141,1,125,13,1,0,4.13
1259,2020-05-09,서울,2,649,12,536,111,12,0,6.67
1260,2020-05-09,합계,256,10840,18,9568,1016,17,1,20.91
1261,2020-05-10,검역,0,476,6,256,220,0,6,0.0
1262,2020-05-10,제주,0,14,1,13,1,1,0,2.09
1263,2020-05-10,경남,0,117,0,108,9,0,0,3.48
1264,2020-05-10,경북,53,1366,0,1220,93,0,0,51.31
1265,2020-05-10,전남,0,16,0,12,4,0,0,0.86
1266,2020-05-10,전북,0,19,0,14,5,0,0,1.05
1267,2020-05-10,충남,0,143,0,433,10,0,0,6.74
1268,2020-05-10,충북,0,49,2,42,7,2,0,3.06
1269,2020-05-10,강원,2,53,0,41,10,0,0,3.44
1270,2020-05-10,경기,16,694,6,556,122,6,0,5.24
1271,2020-05-10,세종,0,46,0,45,1,0,0,13.44
1272,2020-05-10,울산,1,44,0,38,5,0,0,3.84
1273,2020-05-10,대전,1,41,0,38,2,0,0,2.78
1274,2020-05-10,광주,0,30,0,30,0,0,0,2.06
1275,2020-05-10,인천,0,101,3,80,21,3,0,3.42
1276,2020-05-10,대구,178,6861,2,6318,365,2,0,281.29
1277,2020-05-10,부산,3,141,0,125,13,0,0,4.13
1278,2020-05-10,서울,2,663,14,541,120,12,2,6.81
1279,2020-05-10,합계,256,10874,34,9610,1008,26,8,20.97
1280,2020-05-11,검역,0,479,3,260,219,0,3,0.0
1281,2020-05-11,제주,0,14,0,13,1,0,0,2.09
1282,2020-05-11,경남,0,117,0,110,7,0,0,3.48
1283,2020-05-11,경북,53,1366,0,1228,85,0,0,51.31
1284,2020-05-11,전남,0,16,0,12,4,0,0,0.86
1285,2020-05-11,전북,0,19,0,14,5,0,0,1.05
1286,2020-05-11,충남,0,143,0,134,9,0,0,6.74
1287,2020-05-11,충북,0,52,3,42,10,3,0,3.25
1288,2020-05-11,강원,2,54,1,41,11,0,1,3.51
1289,2020-05-11,경기,16,698,4,557,125,4,0,5.27
1290,2020-05-11,세종,0,47,1,45,2,0,1,13.73
1291,2020-05-11,울산,1,44,0,38,5,0,0,3.84
1292,2020-05-11,대전,1,41,0,38,2,0,0,2.78
1293,2020-05-11,광주,0,30,0,30,0,0,0,2.06
1294,2020-05-11,인천,0,104,3,82,22,2,1,3.52
1295,2020-05-11,대구,178,6861,0,6318,365,0,0,281.59
1296,2020-05-11,부산,3,141,0,125,13,0,0,4.13
1297,2020-05-11,서울,2,683,20,545,136,20,0,7.02
1298,2020-05-11,합계,256,10909,35,9632,1021,29,6,21.04
1299,2020-05-12,검역,0,480,1,267,213,0,1,0.0
1300,2020-05-12,제주,0,14,0,12,2,0,0,2.09
1301,2020-05-12,경남,0,118,1,112,6,0,1,3.51
1302,2020-05-12,경북,54,1367,1,1230,83,0,1,51.34
1303,2020-05-12,전남,0,16,0,12,4,0,0,0.86
1304,2020-05-12,전북,0,19,0,14,5,0,0,1.05
1305,2020-05-12,충남,0,143,0,136,7,0,0,6.74
1306,2020-05-12,충북,0,52,0,42,10,0,0,3.25
1307,2020-05-12,강원,2,54,0,41,11,0,0,3.51
1308,2020-05-12,경기,16,706,8,559,131,8,0,5.33
1309,2020-05-12,세종,0,47,0,45,2,0,0,13.73
1310,2020-05-12,울산,1,44,0,40,3,0,0,3.84
1311,2020-05-12,대전,1,43,2,38,4,0,2,2.92
1312,2020-05-12,광주,0,30,0,30,0,0,0,2.06
1313,2020-05-12,인천,0,105,1,82,23,1,0,3.55
1314,2020-05-12,대구,179,6862,1,6331,352,1,0,281.63
1315,2020-05-12,부산,3,141,0,125,13,0,0,4.13
1316,2020-05-12,서울,2,695,12,554,139,12,0,7.14
1317,2020-05-12,합계,258,10936,27,9670,1008,22,5,21.09
1318,2020-05-13,검역,0,481,1,280,201,0,1,0.0
1319,2020-05-13,제주,0,14,0,12,2,0,0,2.09
1320,2020-05-13,경남,0,119,1,113,6,1,0,3.54
1321,2020-05-13,경북,54,1367,0,1231,82,0,0,51.34
1322,2020-05-13,전남,0,16,0,12,4,0,0,0.86
1323,2020-05-13,전북,0,20,1,14,6,1,0,1.1
1324,2020-05-13,충남,0,143,0,138,5,0,0,6.74
1325,2020-05-13,충북,0,52,0,43,9,0,0,3.25
1326,2020-05-13,강원,2,54,0,42,10,0,0,3.51
1327,2020-05-13,경기,16,708,2,563,129,1,1,5.34
1328,2020-05-13,세종,0,47,0,46,1,0,0,13.73
1329,2020-05-13,울산,1,45,1,41,3,0,1,3.92
1330,2020-05-13,대전,1,43,0,38,4,0,0,2.92
1331,2020-05-13,광주,0,30,0,30,0,0,0,2.06
1332,2020-05-13,인천,0,107,2,86,21,2,0,3.62
1333,2020-05-13,대구,179,6865,3,6322,364,2,1,281.76
1334,2020-05-13,부산,3,144,3,126,15,3,0,4.22
1335,2020-05-13,서울,3,707,12,558,146,12,0,7.26
1336,2020-05-13,합계,259,10962,26,9695,1008,22,4,21.14
1337,2020-05-14,검역,0,481,0,290,191,0,0,0.0
1338,2020-05-14,제주,0,14,0,12,2,0,0,2.09
1339,2020-05-14,경남,0,119,0,114,5,0,0,3.54
1340,2020-05-14,경북,54,1368,1,1237,77,0,1,51.38
1341,2020-05-14,전남,0,17,1,13,4,0,1,0.91
1342,2020-05-14,전북,0,20,0,14,6,0,0,1.1
1343,2020-05-14,충남,0,144,1,138,6,1,0,6.78
1344,2020-05-14,충북,0,55,3,43,12,3,0,3.44
1345,2020-05-14,강원,2,55,1,43,10,1,0,3.57
1346,2020-05-14,경기,16,714,6,577,121,6,0,5.39
1347,2020-05-14,세종,0,47,0,46,1,0,0,13.73
1348,2020-05-14,울산,1,45,0,41,3,0,0,3.92
1349,2020-05-14,대전,1,43,0,39,3,0,0,2.92
1350,2020-05-14,광주,0,30,0,30,0,0,0,2.06
1351,2020-05-14,인천,0,119,12,85,34,12,0,4.03
1352,2020-05-14,대구,179,6865,0,6349,337,0,0,281.76
1353,2020-05-14,부산,3,144,0,127,14,0,0,4.22
1354,2020-05-14,서울,4,711,4,564,143,3,1,7.3
1355,2020-05-14,합계,260,10991,29,9762,969,26,3,21.2
1356,2020-05-15,검역,0,482,1,311,171,0,1,0.0
1357,2020-05-15,제주,0,14,0,12,2,0,0,2.09
1358,2020-05-15,경남,0,119,0,115,4,0,0,3.54
1359,2020-05-15,경북,54,1368,0,1245,69,0,0,51.38
1360,2020-05-15,전남,0,18,1,13,5,0,1,0.97
1361,2020-05-15,전북,0,20,0,14,6,0,0,1.1
1362,2020-05-15,충남,0,144,0,139,5,0,0,6.78
1363,2020-05-15,충북,0,55,0,43,12,0,0,3.44
1364,2020-05-15,강원,2,55,0,44,9,0,0,3.57
1365,2020-05-15,경기,16,717,3,583,118,1,2,5.41
1366,2020-05-15,세종,0,47,0,47,0,0,0,13.73
1367,2020-05-15,울산,1,45,0,39,5,0,0,3.92
1368,2020-05-15,대전,1,43,0,39,3,0,0,2.92
1369,2020-05-15,광주,0,30,0,30,0,0,0,2.06
1370,2020-05-15,인천,0,124,5,85,39,4,1,4.19
1371,2020-05-15,대구,179,6868,3,6366,323,3,0,281.88
1372,2020-05-15,부산,3,144,0,127,14,0,0,4.22
1373,2020-05-15,서울,4,725,14,569,152,14,0,7.45
1374,2020-05-15,합계,260,11018,27,9821,937,22,5,21.25
1375,2020-05-16,검역,0,490,8,316,174,0,8,0.0
1376,2020-05-16,제주,0,14,0,11,3,0,0,2.09
1377,2020-05-16,경남,0,119,0,116,3,0,0,3.54
1378,2020-05-16,경북,54,1368,0,1253,61,0,0,51.38
1379,2020-05-16,전남,0,18,0,13,5,0,0,0.97
1380,2020-05-16,전북,0,20,0,16,4,0,0,1.1
1381,2020-05-16,충남,0,144,0,139,5,0,0,6.78
1382,2020-05-16,충북,0,56,1,43,13,1,0,3.5
1383,2020-05-16,강원,2,55,0,45,8,0,0,3.57
1384,2020-05-16,경기,16,721,4,587,118,2,2,5.44
1385,2020-05-16,세종,0,47,0,47,0,0,0,13.73
1386,2020-05-16,울산,1,45,0,40,4,0,0,3.92
1387,2020-05-16,대전,1,43,0,39,3,0,0,2.92
1388,2020-05-16,광주,0,30,0,30,0,0,0,2.06
1389,2020-05-16,인천,0,124,0,85,39,0,0,4.19
1390,2020-05-16,대구,181,6869,1,6367,321,1,0,281.92
1391,2020-05-16,부산,3,114,0,130,11,0,0,4.22
1392,2020-05-16,서울,4,730,5,574,152,5,0,7.5
1393,2020-05-16,합계,262,11037,19,9851,924,9,10,21.29
1394,2020-05-17,검역,0,494,4,329,165,0,4,0.0
1395,2020-05-17,제주,0,14,0,11,3,0,0,2.09
1396,2020-05-17,경남,0,121,2,116,5,0,2,3.6
1397,2020-05-17,경북,54,1368,0,1254,60,0,0,51.38
1398,2020-05-17,전남,0,18,0,13,5,0,0,0.97
1399,2020-05-17,전북,0,20,0,16,4,0,0,1.1
1400,2020-05-17,충남,0,144,0,140,4,0,0,6.78
1401,2020-05-17,충북,0,56,0,43,13,0,0,3.5
1402,2020-05-17,강원,2,55,0,45,8,0,0,3.57
1403,2020-05-17,경기,16,721,0,598,107,0,0,5.44
1404,2020-05-17,세종,0,47,0,47,0,0,0,13.73
1405,2020-05-17,울산,1,45,0,41,3,0,0,3.92
1406,2020-05-17,대전,1,44,1,39,4,1,0,2.98
1407,2020-05-17,광주,0,30,0,30,0,0,0,2.06
1408,2020-05-17,인천,0,124,0,85,39,0,0,4.19
1409,2020-05-17,대구,181,6870,1,6376,313,1,0,281.96
1410,2020-05-17,부산,3,144,0,130,11,0,0,4.22
1411,2020-05-17,서울,4,735,5,575,156,4,1,7.55
1412,2020-05-17,합계,262,11050,13,9888,900,6,7,21.31
1413,2020-05-18,검역,0,501,7,331,170,0,7,0.0
1414,2020-05-18,제주,0,14,0,11,3,0,0,2.09
1415,2020-05-18,경남,0,121,0,116,5,0,0,3.6
1416,2020-05-18,경북,54,1368,0,1257,57,0,0,51.38
1417,2020-05-18,전남,0,18,0,14,4,0,0,0.97
1418,2020-05-18,전북,0,20,0,18,2,0,0,1.1
1419,2020-05-18,충남,0,144,0,140,4,0,0,6.78
1420,2020-05-18,충북,0,59,3,43,16,2,1,3.69
1421,2020-05-18,강원,2,55,0,46,7,0,0,3.57
1422,2020-05-18,경기,16,724,3,600,108,2,1,5.46
1423,2020-05-18,세종,0,47,0,47,0,0,0,13.73
1424,2020-05-18,울산,1,45,0,41,3,0,0,3.92
1425,2020-05-18,대전,1,44,0,39,4,0,0,2.98
1426,2020-05-18,광주,0,30,0,30,0,0,0,2.06
1427,2020-05-18,인천,0,124,0,86,38,0,0,4.19
1428,2020-05-18,대구,182,6871,1,6376,313,1,0,0.0
1429,2020-05-18,부산,3,144,0,130,11,0,0,4.22
1430,2020-05-18,서울,4,736,1,579,153,0,1,7.56
1431,2020-05-18,합계,263,11065,15,9904,898,5,10,21.34
1432,2020-05-19,검역,0,501,0,339,162,0,0,0.0
1433,2020-05-19,제주,0,14,0,11,3,0,0,2.09
1434,2020-05-19,경남,0,121,0,115,6,0,0,3.6
1435,2020-05-19,경북,54,1368,0,1261,53,0,0,51.38
1436,2020-05-19,전남,0,18,0,13,5,0,0,0.97
1437,2020-05-19,전북,0,20,0,19,1,0,0,1.1
1438,2020-05-19,충남,0,144,0,140,4,0,0,6.78
1439,2020-05-19,충북,0,59,0,43,16,0,0,3.69
1440,2020-05-19,강원,2,55,0,46,7,0,0,3.57
1441,2020-05-19,경기,16,725,1,602,107,1,0,5.47
1442,2020-05-19,세종,0,47,0,46,1,0,0,13.73
1443,2020-05-19,울산,1,49,4,41,7,0,4,4.27
1444,2020-05-19,대전,1,44,0,39,4,0,0,2.98
1445,2020-05-19,광주,0,30,0,30,0,0,0,2.06
1446,2020-05-19,인천,0,126,2,87,39,2,0,4.26
1447,2020-05-19,대구,182,6871,0,6389,300,0,0,0.0
1448,2020-05-19,부산,3,144,0,130,11,0,0,4.22
1449,2020-05-19,서울,4,742,6,587,151,6,0,7.62
1450,2020-05-19,합계,263,11078,13,9938,877,9,4,21.37
1451,2020-05-20,검역,0,503,2,349,154,0,2,0.0
1452,2020-05-20,제주,0,14,0,13,1,0,0,2.09
1453,2020-05-20,경남,0,121,0,117,4,0,0,3.6
1454,2020-05-20,경북,54,1368,0,1271,43,0,0,51.38
1455,2020-05-20,전남,0,18,0,14,4,0,0,0.97
1456,2020-05-20,전북,0,21,1,19,2,1,0,1.16
1457,2020-05-20,충남,0,144,0,141,3,0,0,6.78
1458,2020-05-20,충북,0,59,0,44,15,0,0,3.69
1459,2020-05-20,강원,2,55,0,47,6,0,0,3.57
1460,2020-05-20,경기,16,735,10,611,108,8,2,5.55
1461,2020-05-20,세종,0,47,0,47,0,0,0,13.73
1462,2020-05-20,울산,1,49,0,42,6,0,0,4.27
1463,2020-05-20,대전,1,44,0,39,4,0,0,2.98
1464,2020-05-20,광주,0,30,0,30,0,0,0,2.06
1465,2020-05-20,인천,0,134,8,88,46,8,0,4.53
1466,2020-05-20,대구,182,6872,1,6471,219,1,0,282.05
1467,2020-05-20,부산,3,144,0,131,10,0,0,4.22
1468,2020-05-20,서울,4,752,10,592,156,6,4,7.73
1469,2020-05-20,합계,263,11110,32,10066,781,24,8,21.43
1470,2020-05-21,검역,0,504,1,363,141,0,1,0.0
1471,2020-05-21,제주,0,14,0,13,1,0,0,2.09
1472,2020-05-21,경남,0,121,0,117,4,0,0,3.6
1473,2020-05-21,경북,54,1368,0,1272,42,0,0,51.38
1474,2020-05-21,전남,0,18,0,16,2,0,0,0.97
1475,2020-05-21,전북,0,21,0,19,2,0,0,1.16
1476,2020-05-21,충남,0,145,1,141,4,1,0,6.83
1477,2020-05-21,충북,0,59,0,44,15,0,0,3.69
1478,2020-05-21,강원,2,55,0,47,6,0,0,3.57
1479,2020-05-21,경기,17,735,0,631,87,0,0,5.55
1480,2020-05-21,세종,0,47,0,47,0,0,0,13.73
1481,2020-05-21,울산,1,49,0,42,6,0,0,4.27
1482,2020-05-21,대전,1,44,0,39,4,0,0,2.98
1483,2020-05-21,광주,0,30,0,30,0,0,0,2.06
1484,2020-05-21,인천,0,140,6,89,51,6,0,4.74
1485,2020-05-21,대구,182,6872,0,6498,192,0,0,282.05
1486,2020-05-21,부산,3,144,0,131,10,0,0,4.22
1487,2020-05-21,서울,4,756,4,596,156,3,1,7.77
1488,2020-05-21,합계,264,11122,12,10135,723,10,2,21.45
1489,2020-05-22,검역,0,511,7,373,138,0,7,0.0
1490,2020-05-22,제주,0,14,0,13,1,0,0,2.09
1491,2020-05-22,경남,0,122,1,117,5,1,0,3.63
1492,2020-05-22,경북,54,1370,2,1276,40,2,0,51.46
1493,2020-05-22,전남,0,18,0,16,2,0,0,0.97
1494,2020-05-22,전북,0,21,0,19,2,0,0,1.16
1495,2020-05-22,충남,0,145,0,141,4,0,0,6.83
1496,2020-05-22,충북,0,59,0,44,15,0,0,3.69
1497,2020-05-22,강원,2,55,0,47,6,0,0,3.57
1498,2020-05-22,경기,17,741,6,633,91,6,0,5.59
1499,2020-05-22,세종,0,47,0,47,0,0,0,13.73
1500,2020-05-22,울산,1,50,1,42,7,0,1,4.36
1501,2020-05-22,대전,1,44,0,39,4,0,0,2.98
1502,2020-05-22,광주,0,30,0,30,0,0,0,2.06
1503,2020-05-22,인천,0,141,1,90,51,1,0,4.77
1504,2020-05-22,대구,182,6872,0,6505,185,0,0,282.05
1505,2020-05-22,부산,3,144,0,131,10,0,0,4.22
1506,2020-05-22,서울,4,758,2,599,155,1,1,7.79
1507,2020-05-22,합계,264,11142,20,10162,716,11,9,21.49
1508,2020-05-23,검역,0,514,3,381,133,0,3,0.0
1509,2020-05-23,제주,0,14,0,13,1,0,0,2.09
1510,2020-05-23,경남,0,123,1,117,6,1,0,3.66
1511,2020-05-23,경북,54,1370,0,1278,38,0,0,51.46
1512,2020-05-23,전남,0,18,0,16,2,0,0,0.97
1513,2020-05-23,전북,0,21,0,19,2,0,0,1.16
1514,2020-05-23,충남,0,145,0,141,4,0,0,6.83
1515,2020-05-23,충북,0,59,0,45,14,0,0,3.69
1516,2020-05-23,강원,2,55,0,47,6,0,0,3.57
1517,2020-05-23,경기,18,754,13,636,100,13,0,5.69
1518,2020-05-23,세종,0,47,0,47,0,0,0,13.73
1519,2020-05-23,울산,1,50,0,42,7,0,0,4.36
1520,2020-05-23,대전,1,45,1,40,4,0,1,3.05
1521,2020-05-23,광주,0,30,0,30,0,0,0,2.06
1522,2020-05-23,인천,0,141,0,91,50,0,0,4.77
1523,2020-05-23,대구,183,6873,1,6516,174,1,0,282.09
1524,2020-05-23,부산,3,144,0,131,10,0,0,4.22
1525,2020-05-23,서울,4,762,4,604,154,4,0,7.83
1526,2020-05-23,합계,266,11165,23,10194,705,19,4,21.53
1527,2020-05-24,검역,0,518,4,385,133,0,4,0.0
1528,2020-05-24,제주,0,14,0,13,1,0,0,2.09
1529,2020-05-24,경남,0,123,0,117,6,0,0,3.66
1530,2020-05-24,경북,54,1376,6,1281,41,6,0,51.68
1531,2020-05-24,전남,0,18,0,17,1,0,0,0.97
1532,2020-05-24,전북,0,21,0,19,2,0,0,1.16
1533,2020-05-24,충남,0,145,0,141,4,0,0,6.83
1534,2020-05-24,충북,0,59,0,46,13,0,0,3.69
1535,2020-05-24,강원,2,56,1,47,7,0,1,3.64
1536,2020-05-24,경기,18,760,6,643,99,5,1,5.74
1537,2020-05-24,세종,0,47,0,47,0,0,0,13.73
1538,2020-05-24,울산,1,50,0,42,7,0,0,4.36
1539,2020-05-24,대전,1,45,0,40,4,0,0,3.05
1540,2020-05-24,광주,0,30,0,30,0,0,0,2.06
1541,2020-05-24,인천,0,143,2,92,51,2,0,4.84
1542,2020-05-24,대구,183,6873,0,6518,172,0,0,282.09
1543,2020-05-24,부산,3,144,0,131,10,0,0,4.22
1544,2020-05-24,서울,4,768,6,604,160,4,2,7.89
1545,2020-05-24,합계,266,11190,25,10213,711,17,8,21.58
1546,2020-05-25,검역,0,519,1,386,133,0,1,0.0
1547,2020-05-25,제주,0,14,0,13,1,0,0,2.09
1548,2020-05-25,경남,0,123,0,119,4,0,0,3.66
1549,2020-05-25,경북,54,1377,1,1285,38,1,0,51.72
1550,2020-05-25,전남,0,18,0,17,1,0,0,0.97
1551,2020-05-25,전북,0,21,0,19,2,0,0,1.16
1552,2020-05-25,충남,0,145,0,141,4,0,0,6.83
1553,2020-05-25,충북,0,59,0,46,13,0,0,3.69
1554,2020-05-25,강원,2,56,0,48,6,0,0,3.64
1555,2020-05-25,경기,19,766,6,644,103,4,2,5.78
1556,2020-05-25,세종,0,47,0,47,0,0,0,13.73
1557,2020-05-25,울산,1,50,0,42,7,0,0,4.36
1558,2020-05-25,대전,1,45,0,40,4,0,0,3.05
1559,2020-05-25,광주,0,30,0,30,0,0,0,2.06
1560,2020-05-25,인천,0,144,1,92,52,1,0,4.87
1561,2020-05-25,대구,183,6874,1,6519,172,1,0,282.13
1562,2020-05-25,부산,3,144,0,131,10,0,0,4.22
1563,2020-05-25,서울,4,774,6,607,163,6,0,7.95
1564,2020-05-25,합계,267,11206,16,10226,713,13,3,21.61
1565,2020-05-26,검역,0,521,2,391,130,0,2,0.0
1566,2020-05-26,제주,0,14,0,13,1,0,0,2.09
1567,2020-05-26,경남,0,123,0,119,4,0,0,3.66
1568,2020-05-26,경북,54,1378,1,1286,38,1,0,51.76
1569,2020-05-26,전남,0,18,0,17,1,0,0,0.97
1570,2020-05-26,전북,0,21,0,19,2,0,0,1.16
1571,2020-05-26,충남,0,145,0,141,4,0,0,6.83
1572,2020-05-26,충북,0,60,1,46,14,1,0,3.75
1573,2020-05-26,강원,3,56,0,48,5,0,0,3.64
1574,2020-05-26,경기,19,768,2,645,104,2,0,5.8
1575,2020-05-26,세종,0,47,0,47,0,0,0,13.73
1576,2020-05-26,울산,1,50,0,42,7,0,0,4.36
1577,2020-05-26,대전,1,45,0,40,4,0,0,3.05
1578,2020-05-26,광주,0,30,0,30,0,0,0,2.06
1579,2020-05-26,인천,0,147,3,93,54,3,0,4.97
1580,2020-05-26,대구,184,6875,1,6553,138,1,0,282.17
1581,2020-05-26,부산,3,144,0,131,10,0,0,4.22
1582,2020-05-26,서울,4,783,9,614,165,8,1,8.04
1583,2020-05-26,합계,269,11225,19,10275,681,16,3,21.65
1584,2020-05-27,검역,0,522,1,397,125,0,1,0.0
1585,2020-05-27,제주,0,14,0,13,1,0,0,2.09
1586,2020-05-27,경남,0,123,0,119,4,0,0,3.66
1587,2020-05-27,경북,54,1378,0,1287,37,0,0,51.76
1588,2020-05-27,전남,0,18,0,17,1,0,0,0.97
1589,2020-05-27,전북,0,21,0,19,2,0,0,1.16
1590,2020-05-27,충남,0,145,0,141,4,0,0,6.83
1591,2020-05-27,충북,0,60,0,46,14,0,0,3.75
1592,2020-05-27,강원,3,56,0,48,5,0,0,3.64
1593,2020-05-27,경기,19,774,6,646,109,6,0,5.84
1594,2020-05-27,세종,0,47,0,47,0,0,0,13.73
1595,2020-05-27,울산,1,50,0,42,7,0,0,4.36
1596,2020-05-27,대전,1,45,0,40,4,0,0,3.05
1597,2020-05-27,광주,0,30,0,30,0,0,0,2.06
1598,2020-05-27,인천,0,158,11,93,65,10,1,5.34
