,이름,주소,가격,셀프,상표,구,lat,lng,거리
228,현대오일뱅크㈜직영 선유로셀프주유소,서울 영등포구 선유로 114(양평동1가),1399.0,Y,현대오일뱅크,영등포구,37.5240428392085,126.890852073427,1.4468067698236318
229,현대오일뱅크㈜직영 대일셀프주유소,서울 영등포구 영등포로 168,1399.0,Y,현대오일뱅크,영등포구,37.5204746288886,126.900045594323,1.4067710214352083
230,선유도주유소,서울 영등포구 양평로 141 (양평동5가),1405.0,Y,S-OIL,영등포구,37.5385291634597,126.892062687689,1.1355638663718377
231,SK에너지(주) 양평주유소,서울 영등포구 선유로 195 (양평동3가),1418.0,Y,SK에너지,영등포구,37.5310482968462,126.893506681257,0.8487094977788129
232,대영주유소,서울 영등포구 국회대로 632 (영등포동7가),1430.0,Y,GS칼텍스,영등포구,37.5254593729155,126.904113701423,0.8384622247817355
233,sk여명주유소,서울 영등포구 국회대로62길 7 (여의도동),1688.0,N,SK에너지,영등포구,37.5276117400513,126.916270633251,1.3242947107875227
235,버드나룻길주유소,서울 영등포구 버드나루로 111 (당산동),1890.0,N,SK에너지,영등포구,37.5279744482943,126.907873245851,0.7079876444148812
236,현대오일뱅크㈜직영 여의도현대주유소,서울 영등포구 의사당대로 154 (여의도동),1919.0,N,현대오일뱅크,영등포구,37.5176801059507,126.927478884592,2.7566991463872563
237,지에스칼텍스(주) 국회대로주유소,서울 영등포구 국회대로 746 (여의도동),1919.0,N,GS칼텍스,영등포구,37.5279887278673,126.916029127951,1.286819319012154
238,KH여의도주유소,서울 영등포구 국회대로 794 (여의도동),1929.0,N,SK에너지,영등포구,37.5307392906414,126.920299416937,1.5592535286825981
239,SJ오일(주) 여의도주유소,서울 영등포구 은행로 64,1939.0,N,GS칼텍스,영등포구,37.5303763828993,126.925570104479,2.0248844205706105
240,수유동주유소,서울 강북구 도봉로 395 (수유동),1317.0,Y,GS칼텍스,강북구,37.6422269311156,127.029534049186,16.502516076431522
241,북서울고속주유소,서울 강북구 삼양로 410 (수유동),1317.0,Y,S-OIL,강북구,37.6402370196363,127.017250207497,15.620849354342383
242,(주)석산에너지,서울 강북구 삼양로 316 (수유동),1317.0,Y,현대오일뱅크,강북구,37.6316886416458,127.017918788236,14.94771621051966
243,KH에너지(주)직영 송정주유소,서울 강북구 인수봉로 185 (수유동),1347.0,N,SK에너지,강북구,37.6361915368149,127.012766274186,15.022420007207305
244,대성석유(주)신광주유소,서울 강북구 삼양로 484,1349.0,N,GS칼텍스,강북구,37.6464495651764,127.015372603028,16.05168398411089
245,㈜지에스이앤알 미아주유소,서울 강북구 도봉로 122 (미아동),1352.0,Y,GS칼텍스,강북구,37.6198983593919,127.02907145076,14.740347834261744
246,SK에너지(주) 매일주유소,서울 강북구 삼양로 217 (미아동),1357.0,Y,SK에너지,강북구,37.6227653570793,127.019086440546,14.30863054013188
247,(주)마봉직영 덕릉로주유소,서울 강북구 덕릉로 158 (번동),1359.0,N,S-OIL,강북구,37.635016251642,127.031309683046,16.031768075464303
248,에덴주유소,서울 강북구 월계로 195 (번동),1369.0,Y,SK에너지,강북구,37.621613569637,127.045589558796,15.984583612592061
249,세원주유소,서울 강북구 한천로 918 (번동),1379.0,Y,SK에너지,강북구,37.6342699682231,127.037763773459,16.381156891976712
250,현대오일뱅크(주)직영 미아셀프주유소,서울 강북구 도봉로 200 (미아동),1387.0,Y,현대오일뱅크,강북구,37.6265260054647,127.026459618797,15.066366863354656
251,현대오일뱅크㈜직영 새한셀프주유소,서울 강북구 도봉로 75,1387.0,Y,현대오일뱅크,강북구,37.6157681913959,127.029589614498,14.478657518184274
252,현대오일뱅크(주)직영 번동셀프주유소,서울 강북구 한천로 963 (번동),1387.0,Y,현대오일뱅크,강북구,37.635563621624,127.032887089001,16.173082907985705
253,현대오일뱅크㈜직영 강변현대주유소,서울 용산구 원효로 9 (청암동),1589.0,N,현대오일뱅크,용산구,37.5347144223748,126.945724077622,3.7871101465063046
254,(주)한독모터스용산뉴타운주유소,서울 용산구 한강대로 48 (한강로3가),1638.0,N,GS칼텍스,용산구,37.5250094846045,126.964503349249,5.5090473233365636
255,(주)영원 풍기주유소,서울 용산구 원효로 178 (원효로2가),1690.0,N,GS칼텍스,용산구,37.5355890312127,126.962708973419,5.287827315325832
256,수림석유 제3한강주유소,서울 용산구 한남대로 45 (한남동),1718.0,N,GS칼텍스,용산구,37.5328793337278,127.007511314705,9.230244807493657
257,한석주유소,서울 용산구 이촌로 164,1778.0,N,SK에너지,용산구,37.5215921464571,126.965360511446,5.656204406552066
258,(주)남경주유소,서울 용산구 녹사평대로11길 24,1799.0,N,SK에너지,용산구,37.5222568335822,126.993181838109,8.055192792993386
259,(주)신태성주유소,서울 용산구 원효로 147 (원효로3가),1825.0,N,SK에너지,용산구,37.5347149768812,126.959447976925,4.9959869775367896
260,현대오일뱅크(주)직영 소월길주유소,서울 용산구 소월로 66 (후암동),1833.0,N,현대오일뱅크,용산구,37.5544085670544,126.977734582566,7.022204750258097
261,현대오일뱅크㈜직영 갈월동주유소,서울 용산구 한강대로 322 (갈월동),1913.0,N,현대오일뱅크,용산구,37.5470289447515,126.972228457829,6.316110215952995
262,현대오일뱅크㈜직영 한남동주유소,서울 용산구 한남대로 204 (한남동),1918.0,N,현대오일뱅크,용산구,37.5460727912721,127.002896422503,8.942727050690229
263,동자동주유소,서울 용산구 한강대로104길 6 (동자동),1990.0,N,SK에너지,용산구,37.5502187180198,126.972475333033,6.433994511826812
264,에너비스,서울 용산구 한남대로 82 (한남동),1998.0,N,SK에너지,용산구,37.5360397637014,127.006137723817,9.115485215850272
265,한남지점,서울 용산구 한남대로21길 4 (한남동),1998.0,N,SK에너지,용산구,37.534722862601,127.006107972676,9.108565352550523
266,서계주유소,서울 용산구 청파로 367 (서계동),2089.0,N,GS칼텍스,용산구,37.5523662854224,126.968993700509,6.220530117936121
267,(주)명연에너지 수색훼미리주유소,서울 은평구 수색로 236 (수색동),1315.0,Y,현대오일뱅크,은평구,37.5811692862968,126.897845401184,5.38183006633187
268,타이거주유소,서울 은평구 수색로 188 (증산동),1315.0,Y,SK에너지,은평구,37.5785521168108,126.902034060396,5.07330806856037
269,지에스칼텍스(주)수색뉴타운주유소,서울 은평구 수색로 350 (수색동),1336.0,Y,GS칼텍스,은평구,37.5872268663294,126.887564092289,6.185625281044304
270,지에스칼텍스㈜ 서부주유소,서울 은평구 응암로 210 (응암동),1345.0,Y,GS칼텍스,은평구,37.590582961927,126.9176973333,6.5430907259162465
271,지에스칼텍스㈜ 신사제일주유소,서울 은평구 증산로 423 (신사동),1345.0,Y,GS칼텍스,은평구,37.594096038824,126.913935526396,6.871254937539464
272,불광주유소,서울 은평구 연서로 314 (불광동),1357.0,N,현대오일뱅크,은평구,37.623209991003,126.927945702304,10.27957884012124
273,다회주유소,서울 은평구 증산로 441 (신사동),1359.0,Y,S-OIL,은평구,37.5956135535263,126.914396679791,7.044080858354828
274,대성산업㈜ 대성주유소,서울 은평구 통일로 642,1369.0,Y,GS칼텍스,은평구,37.6040033229848,126.935207500802,8.402169083023885
275,제이제이에너지,서울 은평구 응암로 163,1375.0,Y,SK에너지,은평구,37.5867583146722,126.915872690304,6.0946539484257665
276,뉴타운셀프주유소,서울특별시 은평구  통일로 1031,1385.0,Y,S-OIL,은평구,37.6346304765514,126.916643637664,11.373739447002256
277,박석고개주유소,서울 은평구 통일로 945 (갈현동),1388.0,Y,SK에너지,은평구,37.6272854815736,126.919398367026,10.592782765451997
278,은평뉴타운주유소,서울 은평구 통일로 924 (불광동),1388.0,Y,SK에너지,은평구,37.625331136968,126.920305351576,10.389132108982446
279,성원이앤에스(주)은평지점,서울 은평구 통일로 968 (진관동),1393.0,N,GS칼텍스,은평구,37.6292162125585,126.919673603924,10.808763501490828
280,지에스칼텍스㈜ 녹번주유소,서울 은평구 통일로 600 (녹번동),1395.0,N,GS칼텍스,은평구,37.6006171747248,126.936280685005,8.083074514134003
281,현대오일뱅크㈜직영 은평드림주유소,서울 은평구 통일로 1151 (진관동),1415.0,N,현대오일뱅크,은평구,37.6439690516064,126.912361511051,12.37536561442968
282,코끼리주유소,서울 은평구 서오릉로 41 (녹번동),1418.0,N,자가상표,은평구,37.6043960943468,126.9242140035,8.166899906519117
283,안풍주유소,서울 종로구 자하문로 303 (홍지동),1420.0,N,S-OIL,종로구,37.5992096931325,126.959167834981,8.886377363950965
284,자하문주유소,서울 종로구 자하문로 248 (부암동),1425.0,Y,SK에너지,종로구,37.5963008098912,126.964348123069,8.890917159383893
285,㈜지에스이앤알 평창주유소,서울 종로구 평창문화로 135 (평창동),1430.0,N,현대오일뱅크,종로구,37.609738479959,126.974559174167,10.625478326624236
286,구도일주유소특종,서울 종로구 평창문화로 90 (평창동),1498.0,N,S-OIL,종로구,37.6067119673896,126.971046593297,10.170995165177576
287,SK북악주유소,서울 종로구 평창문화로 137,1888.0,N,SK에너지,종로구,37.6098529710689,126.974864699167,10.651736839596404
288,현대오일뱅크㈜직영 재동주유소,서울 종로구 율곡로 58 (경운동),1918.0,N,현대오일뱅크,종로구,37.5763469069387,126.985811114051,8.764108054775663
289,경복궁주유소,서울 종로구 율곡로 6 (중학동),1980.0,N,GS칼텍스,종로구,37.5754538625026,126.979775832051,8.26807998175306
290,(주)중앙에너비스 혜화주유소,서울 종로구 창경궁로35길 1,1998.0,N,SK에너지,종로구,37.5860654223146,127.00107864406,10.483413532750205
291,(주)대양씨앤씨 사직주유소,서울 종로구 사직로 65 (사직동),1998.0,N,GS칼텍스,종로구,37.5745415909136,126.966616657335,7.281633755602197
292,세화주유소,서울 중구 왕십리로 403,1468.0,N,알뜰주유소,중구,37.5646782009732,127.025483219811,11.374329543719744
293,현대오일뱅크 장원주유소,서울 중구 동호로 203 (신당동),1648.0,N,현대오일뱅크,중구,37.5560376839411,127.009276893403,9.729836376042295
294,화성주유소,서울 중구 다산로 233,1758.0,N,S-OIL,중구,37.5639389290407,127.015691795633,10.529993896743349
295,장충주유소,서울 중구 장충단로 202 (장충동1가),1758.0,N,SK에너지,중구,37.5627543213087,127.007033732048,9.766523218830168
296,신당동주유소,서울 중구 다산로 242 (신당동),1798.0,N,SK에너지,중구,37.5646079893536,127.016496017941,10.6214073466335
297,지에스칼텍스(주)초동주유소,서울 중구 마른내로 31,1848.0,N,GS칼텍스,중구,37.5651729469873,126.991464827179,8.596828447326466
298,SK에너지(주) 통일주유소,서울 중구 동호로 296 (장충동2가),1879.0,N,SK에너지,중구,37.5608455398186,127.003413894299,9.394839291454552
299,약수주유소,서울 중구 다산로 173,1986.0,N,GS칼텍스,중구,37.5590367888841,127.012667988504,10.108987514154641
300,SK에너지(주) 퇴계로주유소,서울 중구 퇴계로 228 (필동2가),2099.0,N,SK에너지,중구,37.5617086193411,126.997140662184,8.908693719260329
301,필동주유소,서울 중구  퇴계로 196 (필동2가),2109.0,N,GS칼텍스,중구,37.5608896587695,126.993676318183,8.591023065459602
302,에스씨(주) 역전주유소,서울 중구 퇴계로 15,2138.0,N,GS칼텍스,중구,37.5570465768548,126.974511796533,6.864772464619079
303,서남주유소,서울 중구 통일로 30,2231.0,N,SK에너지,중구,37.5583842097102,126.972171955834,6.736434643469853
304,(주)자연에너지 대창주유소,서울 중랑구 동일로 636 (면목동),1327.0,N,현대오일뱅크,중랑구,37.5872153637863,127.080281126703,16.765538588916968
305,구도일주유소 동천,서울 중랑구 동일로 654 (면목동),1327.0,Y,S-OIL,중랑구,37.5891088122,127.080262213877,16.840753060073137
306,오천만주유소,서울 중랑구 동일로 547 (면목동),1327.0,Y,S-OIL,중랑구,37.5790482325494,127.079331136967,16.38165700751714
307,대양주유소,서울 중랑구 봉우재로 105 (상봉동),1327.0,N,GS칼텍스,중랑구,37.592617388835,127.084739909459,17.352988561153932
308,우림주유소,서울 중랑구 용마산로 487 (망우동),1327.0,Y,GS칼텍스,중랑구,37.5946340255077,127.09936381383,18.631716958656828
309,면목SELF주유소,서울 중랑구 동일로 627 (면목동),1327.0,Y,SK에너지,중랑구,37.5862835429022,127.07950354997,16.66453691771668
310,지에스칼텍스㈜ 대원주유소,서울 중랑구 동일로 600,1328.0,Y,GS칼텍스,중랑구,37.5840676299598,127.080185927591,16.6351509891562
311,망우주유소(self),서울 중랑구 망우로 311 (상봉동),1369.0,Y,GS칼텍스,중랑구,37.5971816137633,127.087236741383,17.754153030845128
312,(주)태영 구도일주유소 한인,서울 중랑구 망우로 170 (상봉동),1369.0,Y,S-OIL,중랑구,37.5923859402544,127.071808414351,16.2952202329874
313,신내주유소,서울 중랑구 용마산로 705 (신내동),1373.0,Y,SK에너지,중랑구,37.6141617433809,127.100926646741,19.656121397730466
314,(주)기지에너지,서울 중랑구 용마산로 716 (신내동),1375.0,N,S-OIL,중랑구,37.6147730910019,127.101943330314,19.766884477857005
315,용마로주유소,서울 중랑구 용마산로 309 (면목동),1375.0,Y,SK에너지,중랑구,37.5798851664084,127.092225320245,17.492251079559324
316,재원에너지㈜ 범아주유소,서울 중랑구 동일로 881 (묵동),1388.0,N,S-OIL,중랑구,37.6092287067076,127.077627212682,17.58668913083215
317,지에스칼텍스㈜ 소망주유소,서울 중랑구 망우로 475,1398.0,Y,GS칼텍스,중랑구,37.6008711716752,127.104840681823,19.340879554439354
318,신일셀프주유소,서울 중랑구 상봉로 58 (망우동),1399.0,Y,SK에너지,중랑구,37.5910104856682,127.093887634038,18.036040288913515
319,현대오일뱅크㈜직영 중랑교셀프주유소,서울 중랑구 망우로 229 (중화동),1418.0,Y,현대오일뱅크,중랑구,37.594695124572,127.0780033321,16.89826019501292
320,강서오곡셀프주유소,서울 강서구 벌말로 254 (오곡동),1297.0,Y,SK에너지,강서구,37.5539472043373,126.768359086323,12.084177531359586
321,뉴신정주유소,서울 강서구 곰달래로 207(화곡동),1308.0,N,알뜰주유소,강서구,37.5315624983884,126.856035365887,4.129459663087495
322,화곡역주유소,서울특별시 강서구  강서로 154 (화곡동),1308.0,Y,알뜰주유소,강서구,37.5407680113225,126.8414715329,5.480267069726455
323,방화주유소,서울 강서구 방화동로 58-2 (방화동),1313.0,N,SK에너지,강서구,37.5655628801505,126.812436402704,8.756500327030112
324,스카이주유소,서울 강서구 개화동로 457 (방화동),1315.0,Y,S-OIL,강서구,37.5715221982948,126.804525932214,9.670563818797627
325,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),1316.0,Y,현대오일뱅크,강서구,37.5743411065587,126.802289394945,9.988063784038161
326,유턴주유소,서울 강서구 남부순환로 57,1317.0,Y,알뜰주유소,강서구,37.5572480682887,126.810028716951,8.617263462048648
327,개화주유소,서울 강서구 양천로 57,1337.0,Y,SK에너지,강서구,37.5735472850738,126.810053543861,9.34305364468545
328,KH에너지(주)직영 KH외발산주유소,서울 강서구 방화대로 30,1339.0,Y,SK에너지,강서구,37.5430075646362,126.817064474252,7.645033031808038
329,(주)한진 김포공항주유소,서울 강서구 하늘길 259,1344.0,Y,S-OIL,강서구,37.5509423302466,126.814720192147,8.02276588945977
330,목화주유소,서울 강서구 국회대로 251 (화곡동),1356.0,Y,SK에너지,강서구,37.5300548363879,126.862833597877,3.541700757325902
331,현대오일뱅크 등촌주유소,서울 강서구 등촌로 189 (등촌동),1357.0,N,현대오일뱅크,강서구,37.5468598193199,126.862514592122,3.8776902122458363
332,강서열린점,서울 강서구 등촌로 213 (등촌동),1367.0,N,GS칼텍스,강서구,37.5487350773536,126.862988809415,3.928107429486123
333,현대오일뱅크㈜직영 강서제일셀프주유소,서울 강서구 화곡로 273 (화곡동),1367.0,Y,현대오일뱅크,강서구,37.5492791514446,126.846964931559,5.250601267356706
334,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),1386.0,Y,GS칼텍스,강서구,37.5296452344476,126.859834931985,3.8092260100002795
335,화곡현대주유소,서울 강서구 강서로 151 (화곡동),1387.0,Y,SK에너지,강서구,37.5402424056989,126.841163971808,5.4981162120128895
336,대성석유(주)방화대성주유소,서울 강서구 양천로 176,1395.0,Y,GS칼텍스,강서구,37.5728980859386,126.823440027913,8.290672304164492
337,우장산주유소,서울 강서구 강서로 292 (내발산동),1395.0,N,SK에너지,강서구,37.5518027646586,126.836681312113,6.198484287219759
338,대성석유(주)직영관문주유소,서울 강서구 공항대로 314,1395.0,N,GS칼텍스,강서구,37.5578424333244,126.842395220012,6.005472162763108
339,대성석유(주) 마곡대성주유소,서울 강서구 강서로 457,1395.0,Y,GS칼텍스,강서구,37.5662430987764,126.840421267348,6.632854711463051
340,하이웨이주유소,서울특별시 강서구 공항대로 432(화곡동),1397.0,Y,S-OIL,강서구,37.5545398850186,126.854951579164,4.85746745056481
341,신화곡주유소,서울 강서구 국회대로 71,1398.0,Y,S-OIL,강서구,37.5273198541745,126.8428791732,5.32359487770427
342,현대오일뱅크㈜직영 에어포트주유소,서울 강서구 개화동로 519 (방화동),1409.0,N,현대오일뱅크,강서구,37.5662928029771,126.806040491926,9.304634615351755
343,세원제1주유소,서울 강서구 양천로 311 (가양동),1410.0,Y,SK에너지,강서구,37.5704960243117,126.83807594146,7.073750674842814
344,현대오일뱅크 양화교주유소,서울 강서구 공항대로 653 (염창동),1414.0,N,현대오일뱅크,강서구,37.5473388138282,126.877427656269,2.753993483779349
345,KH에너지(주)직영 가양주유소,서울 강서구 강서로 498 (가양동),1415.0,N,SK에너지,강서구,37.5697365483757,126.841978506958,6.747606175588252
346,대성주유소,서울 강서구 강서로 472 (등촌동),1415.0,N,GS칼텍스,강서구,37.5674698231778,126.841438957955,6.636577944727545
347,현대오일뱅크(주) 가양주유소,서울 강서구  양천로 391 (가양동),1419.0,N,현대오일뱅크,강서구,37.5664417853887,126.845859277681,6.254046596486225
348,(주)한진 김포공항제2주유소,서울 강서구 하늘길 112,1454.0,Y,S-OIL,강서구,37.5587841523495,126.803355336745,9.229435615412433
349,박물관주유소,서울 강서구 양천로53길 97 (가양동),1455.0,N,GS칼텍스,강서구,37.5674992334083,126.850301675636,6.018478257059322
350,코리나(주)청룡주유소,서울 강서구 양천로 576 (등촌동),1478.0,N,SK에너지,강서구,37.5567244681338,126.862735949013,4.415582877719801
351,참솔에너지,서울 강서구 벌말로 281 (오곡동),1535.0,Y,S-OIL,강서구,37.5562780183645,126.768373374743,12.135549926479337
352,염창동주유소,서울 강서구 양천로 720 (염창동),1688.0,N,SK에너지,강서구,37.5492177273409,126.875677103073,3.002118878429539
353,유림주유소,서울 관악구 신림로 176 (신림동),1373.0,N,S-OIL,관악구,37.4737677035222,126.934825612186,7.1584429321018765
354,(주)연우에너지 신관주유소,서울 관악구 신림로 290 (신림동) 신관주유소,1374.0,Y,GS칼텍스,관악구,37.4804197429151,126.930668720985,6.334233049104272
355,(주)엠오티이엔지 직영 삼화주유소,서울 관악구 보라매로 41 (봉천동),1379.0,N,알뜰주유소,관악구,37.4932228170481,126.926674571544,4.890524863167183
356,현대주유소,서울 관악구 난곡로 108 (신림동),1399.0,N,현대오일뱅크,관악구,37.464972344929,126.919665854693,7.701199307425577
357,대양석유(주)직영 보라매주유소,서울 관악구  보라매로 26 (봉천동),1399.0,Y,SK에너지,관악구,37.4915977369262,126.927219042514,5.074444133705674
358,지에스칼텍스㈜ 난곡주유소,서울 관악구 난곡로 206,1399.0,N,GS칼텍스,관악구,37.4734402319402,126.918756804906,6.762583230199874
359,SK에너지(주)직영 대공원주유소,서울 관악구 과천대로 921 (남현동),1409.0,N,SK에너지,관악구,37.4726569973301,126.982228902725,9.693887655498834
360,현대오일뱅크(주)직영 관악셀프주유소,서울 관악구 남부순환로 1520 (신림동),1419.0,Y,현대오일뱅크,관악구,37.4824162018976,126.919452148531,5.805140753183109
361,남현주유소,서울 관악구 남부순환로 2014 (남현동),1429.0,Y,현대오일뱅크,관악구,37.475528184975,126.972502409209,8.860592214456592
362,서일석유(주)락성주유소,서울 관악구 남부순환로 1920 (봉천동),1429.0,Y,GS칼텍스,관악구,37.477221910042,126.962389897985,8.122324990342362
363,관악시몬주유소,서울특별시 관악구 남부순환로 1753 (봉천동),1437.0,N,S-OIL,관악구,37.4823319566643,126.945066314768,6.747855887572707
364,SK에너지(주) 신봉천,서울 관악구 남부순환로 1880 (봉천동),1439.0,N,SK에너지,관악구,37.4787976983741,126.958396590223,7.762376616508182
365,(주)한유에너지행운셀프주유소,서울 관악구 남부순환로 1883 (봉천동),1465.0,Y,SK에너지,관악구,37.4790967425593,126.959169176582,7.779964981723152
366,문성골주유소,서울 관악구 문성로 97 (신림동),1468.0,N,현대오일뱅크,관악구,37.4778696458556,126.914362940913,6.206463293094851
367,한규상사 유정주유소,서울 관악구 남부순환로 1691 (봉천동),1477.0,N,SK에너지,관악구,37.4840791341119,126.938545220549,6.279346138653024
368,CJ대한통운㈜ 신림주유소,서울 관악구 남부순환로 1515 (신림동),1494.0,N,GS칼텍스,관악구,37.4830223505096,126.918852484767,5.7266681621676145
369,태양주유소,서울 광진구 동일로 345 (중곡동),1325.0,N,GS칼텍스,광진구,37.5618603966711,127.074779022864,15.496383514749379
370,정해네트웍스(주)일진주유소,서울 광진구 동일로 413 (중곡동),1327.0,Y,S-OIL,광진구,37.5674520086168,127.077935863493,15.906662131235283
371,평안주유소,서울 광진구 천호대로 630 (능동),1347.0,N,알뜰주유소,광진구,37.5538226588761,127.087176329299,16.417845223845543
372,현대오일뱅크(주)직영 능동주유소,서울 광진구 천호대로 584 (능동),1352.0,Y,현대오일뱅크,광진구,37.5556380138307,127.082501657519,16.040294739612307
373,대원주유소,서울 광진구 용마산로 122 (중곡동),1375.0,N,S-OIL,광진구,37.56455803366,127.08705708781,16.61737277763691
374,용마주유소,서울 광진구 용마산로 68 (중곡동),1375.0,N,GS칼텍스,광진구,37.5597341174273,127.087883799213,16.58438924882079
375,현대오일뱅크(주)직영 중곡현대주유소,서울 광진구 동일로 435 (중곡동),1376.0,N,현대오일뱅크,광진구,37.5693030877256,127.079044153204,16.051929205658087
376,현대오일뱅크(주) 중원주유소,서울 광진구 동일로 398 (중곡동),1376.0,N,현대오일뱅크,광진구,37.5658624220462,127.077738277087,15.84814785220094
377,(주)장수주유소,서울 광진구 동일로 266 (군자동),1387.0,N,SK에너지,광진구,37.5549838384561,127.071529641931,15.073839608012031
378,구의스타주유소,서울 광진구 자양로 103,1390.0,N,GS칼텍스,광진구,37.5369359088654,127.08311941502,15.903022837351317
379,현대오일뱅크㈜직영 장호셀프주유소,서울 광진구 자양로37 (자양동),1416.0,Y,현대오일뱅크,광진구,37.5313201772554,127.085854828263,16.139585883568923
380,삼호주유소,서울 광진구 천호대로 809 (광장동),1418.0,Y,S-OIL,광진구,37.545722198887,127.103717248078,17.768985146664235
381,강평주유소,서울 광진구 아차산로 616 (광장동),1418.0,N,SK에너지,광진구,37.5476463283278,127.107294912536,18.101287714939463
382,현대오일뱅크㈜직영 대명셀프주유소,서울 광진구 광나루로 460 (화양동),1418.0,Y,현대오일뱅크,광진구,37.5451191114666,127.080439646223,15.718171018601856
383,대성산업(주)구의주유소,서울 광진구 광나루로 570 (구의동),1419.0,N,GS칼텍스,광진구,37.5436295773236,127.092730802199,16.785732629097165
384,자양주유소,서울 광진구 아차산로 298 (자양동),1438.0,N,SK에너지,광진구,37.5381518083915,127.075893035565,15.27050977131258
385,동서울주유소,서울 광진구 강변역로 10 (구의동),1449.0,N,GS칼텍스,광진구,37.5377797280339,127.091368513784,16.632802691324855
386,처음처럼주유소,서울 구로구 오리로 1299 (궁동),1319.0,N,S-OIL,구로구,37.4973951468508,126.828965306109,7.6197819384649454
387,구인주유소,서울 구로구 경인로 558 (구로동),1324.0,N,SK에너지,구로구,37.5024357329953,126.879760475801,3.9547128528406916
388,항동주유소,서울 구로구 서해안로 2154 (항동),1329.0,Y,S-OIL,구로구,37.4834631961312,126.827816336243,8.6048093892246
389,(주)한미석유구로그린주유소,서울 구로구 구로중앙로 76 (구로동),1329.0,Y,GS칼텍스,구로구,37.4964219041881,126.888321429827,4.256669700038067
390,서울석유(주)풀페이주유소,서울 구로구 경인로 41 (온수동),1329.0,N,SK에너지,구로구,37.4909859722988,126.826705964775,8.175650252451938
391,신성주유소,서울 구로구 구로동로 187 (구로제2동),1329.0,Y,현대오일뱅크,구로구,37.4953107996815,126.882396091763,4.555074673058521
392,대성산업(주)디큐브주유소,서울 구로구 경인로 650 (신도림동),1329.0,N,GS칼텍스,구로구,37.5076984744714,126.886846193136,3.1401312381947872
393,근린공원주유소,서울 구로구 고척로 199 (고척동),1337.0,N,S-OIL,구로구,37.5051039732935,126.855483040622,5.1975188814787145
394,(주)새서울석유 대원셀프주유소,서울 구로구 개봉로 7,1348.0,Y,현대오일뱅크,구로구,37.4862064699178,126.856161567942,6.628855853578354
395,개봉주유소,서울 구로구 고척로 115 (개봉동),1359.0,Y,현대오일뱅크,구로구,37.5018938879983,126.846841845428,6.024756150527734
396,현대오일뱅크㈜직영 신오류주유소,서울 구로구 경인로 161 (오류동),1384.0,N,현대오일뱅크,구로구,37.4943918613082,126.839456803066,7.043565556837708
397,동선주유소,서울 구로구 경인로 150 (오류동),1387.0,N,GS칼텍스,구로구,37.4932767157175,126.838552971975,7.182481079500277
398,JHC에너지,서울 구로구 시흥대로 539 (구로동),1397.0,N,알뜰주유소,구로구,37.4815312323457,126.899783520855,5.721757722177663
399,시몬주유소,서울 구로구 부일로 871,1397.0,N,S-OIL,구로구,37.4929824565907,126.823986780003,8.252080083888528
400,영진주유소,서울 구로구 구로동로 20 (가리봉동),1397.0,N,S-OIL,구로구,37.4837072698183,126.887014444359,5.648533872496348
401,정은주유소,서울 구로구 경인로 407 (고척동),1397.0,N,현대오일뱅크,구로구,37.4982388531619,126.864686615996,5.118733011647768
402,SK에너지(주)직영 개봉동주유소,서울 구로구 경인로 290 (개봉동),1398.0,N,SK에너지,구로구,37.4976407488702,126.852335201255,5.936024450060503
403,SK구로주유소,서울 구로구 구일로 94 (구로동),1398.0,N,SK에너지,구로구,37.4937059471138,126.872179789099,5.131694749049673
404,현대오일뱅크(주)직영 금사주유소,부산 금정구 반송로 420 (금사동),1399.0,Y,현대오일뱅크,금정구,35.2142005379202,129.110165035945,324.83306265904514
405, 현대오일뱅크㈜직영 구로셀프주유소,서울 구로구 시흥대로 531,1408.0,Y,현대오일뱅크,구로구,37.480949072088,126.899231996072,5.788886598259716
406,현대오일뱅크(주)직영 신구로주유소,서울 구로구 가마산로 293 (구로동),1468.0,N,현대오일뱅크,구로구,37.4975533832572,126.892394002855,4.040172208090391
407,동아주유소,서울 구로구  도림로 91 (구로동),1598.0,N,S-OIL,구로구,37.4908381684642,126.89317436118,4.757456597103522
408,구로주유소,서울 구로구 구로동로 137 (구로동),1898.0,N,GS칼텍스,구로구,37.4910179935409,126.883528041948,4.961891116831799
409,구광주유소,서울특별시 금천구  서부샛길 674 (가산동),1335.0,N,S-OIL,금천구,37.4820092220592,126.875188296064,6.165066987511372
410,명보주유소,서울 금천구 시흥대로 377 (독산동),1364.0,N,알뜰주유소,금천구,37.4671504644835,126.897135879194,7.33174998886786
411,(주)진우에너지 백운주유소,서울 금천구 시흥대로 282 (독산동),1364.0,Y,GS칼텍스,금천구,37.4589135686193,126.899403873163,8.235961410582318
412,(주)태영유업 독산고개,서울 금천구 시흥대로 484,1374.0,Y,현대오일뱅크,금천구,37.4768277533578,126.899110569642,6.2470712588191155
413,현대오일뱅크(주)직영 금천현대셀프주유소,서울 금천구 독산로 147 (시흥동),1375.0,Y,현대오일뱅크,금천구,37.460504435971,126.904447065345,8.05476052557799
414,지에스칼텍스(주)일신주유소,서울 금천구 시흥대로 118,1375.0,Y,GS칼텍스,금천구,37.4444979001053,126.904287632312,9.83418776160648
